Record Length,2.500000e+03,,   0.002250000000,   0.57600,
Sample Interval,1.000000e-06,,   0.002251000000,   0.56800,
Trigger Point,-2.250000000000e+03,,   0.002252000000,   0.57600,
,,,   0.002253000000,   0.56800,
,,,   0.002254000000,   0.57600,
,,,   0.002255000000,   0.57600,
Source,CH1,,   0.002256000000,   0.56800,
Vertical Units,V,,   0.002257000000,   0.56800,
Vertical Scale,2.000000e-01,,   0.002258000000,   0.56800,
Vertical Offset,1.600000e-02,,   0.002259000000,   0.56800,
Horizontal Units,s,,   0.002260000000,   0.57600,
Horizontal Scale,2.500000e-04,,   0.002261000000,   0.57600,
Pt Fmt,Y,,   0.002262000000,   0.56800,
Yzero,0.000000e+00,,   0.002263000000,   0.56800,
Probe Atten,1.000000e+00,,   0.002264000000,   0.56800,
Model Number,TBS1052B-EDU,,   0.002265000000,   0.56800,
Serial Number,C031240,,   0.002266000000,   0.56800,
Firmware Version,FV:v4.06,,   0.002267000000,   0.56000,
,,,0.002268000000,   0.56000,
,,,0.002269000000,   0.56000,
,,,0.002270000000,   0.56000,
,,,0.002271000000,   0.56000,
,,,0.002272000000,   0.56000,
,,,0.002273000000,   0.56000,
,,,0.002274000000,   0.56000,
,,,0.002275000000,   0.56000,
,,,0.002276000000,   0.56000,
,,,0.002277000000,   0.56000,
,,,0.002278000000,   0.55200,
,,,0.002279000000,   0.55200,
,,,0.002280000000,   0.55200,
,,,0.002281000000,   0.55200,
,,,0.002282000000,   0.55200,
,,,0.002283000000,   0.56000,
,,,0.002284000000,   0.54400,
,,,0.002285000000,   0.54400,
,,,0.002286000000,   0.55200,
,,,0.002287000000,   0.54400,
,,,0.002288000000,   0.54400,
,,,0.002289000000,   0.54400,
,,,0.002290000000,   0.53600,
,,,0.002291000000,   0.54400,
,,,0.002292000000,   0.53600,
,,,0.002293000000,   0.53600,
,,,0.002294000000,   0.53600,
,,,0.002295000000,   0.53600,
,,,0.002296000000,   0.53600,
,,,0.002297000000,   0.53600,
,,,0.002298000000,   0.53600,
,,,0.002299000000,   0.53600,
,,,0.002300000000,   0.52800,
,,,0.002301000000,   0.52800,
,,,0.002302000000,   0.52800,
,,,0.002303000000,   0.52800,
,,,0.002304000000,   0.52000,
